onset	duration	trial_type	amplitude
19.01409	10	RightHand	1
29.014287	10	LeftHand	1
39.01573769	10	Lips	1
49.02304698	10	LeftFoot	1
59.0310870	10	LeftArm	1
69.01970177	10	ImagineLeftHand	1
79.029899	10	LeftHand	1
89.01679067	10	ImagineLeftHand	1
99.02372932	10	LeftFoot	1
109.0304695	10	Lips	1
119.03027	10	RightHand	1
129.030190	10	LeftArm	1
159.031613	10	LeftFoot	1
169.030210	10	LeftArm	1
179.03016	10	RightHand	1
189.0189586	10	ImagineLeftHand	1
199.03043	10	LeftHand	1
209.016062	10	Lips	1
219.0229025	10	ImagineLeftHand	1
249.03057	10	RightHand	1
259.0171222	10	Lips	1
269.03047	10	LeftHand	1
279.0310147	10	LeftFoot	1
289.030510	10	LeftArm	1
